SR No.,CompanyName,Post,JobID,Type,Location,Skills,CTC,AppliedThrough,Comments,DateApplied,Link1,Link2
171,Academy of Management Studies (AMS),Data Analyst,,Contract (12 month),Kochi,Analytical Skills · Analytics · Data Analysis · Data Analytics · Data Mining · Mathematics · SQL · Statistics · Ad Hoc Analysis · Big Data,ND,LinkedIn,,20-02-2024,https://www.linkedin.com/jobs/view/3830357434,
172,Sumo Logic,Data Analyst,,Full-Time,Bengaluru,"SQL, Python, Spreadsheet tools like Google Sheets, Excel and BI Tools like Tableau, Looker etc.",ND,LinkedIn,,20-02-2024,https://www.linkedin.com/jobs/view/3816674505,
173,Apperture,Data Analyst,,Full-Time,Bengaluru,Analytical Skills · Analytics · Data Analysis · Data Analytics · Data Mining · Mathematics · SQL · Statistics · Big Data,15 - 20 L / annum + ESOPs,LinkedIn,,20-02-2024,https://www.linkedin.com/jobs/view/3830943469,
174,SAZ India,Data Analyst / Data Scientist,83185,Full-Time,Remote,"Robot Framework, Python, Test Case Design, Skills: data, models, design,ml, organization,python,SQL, excel","₹400,000/yr - ₹500,000/yr",LinkedIn,,20-02-2024,https://www.linkedin.com/jobs/view/3835135274,
175,Bhanzu,Technical Data Analyst,,Full-Time,Bengaluru,Microsoft Excel · Data Analysis · Data Visualization · Data Analytics · Visualization · SQL · Databases · Data Wrangling · Relational Databases · Problem Solving,ND,LinkedIn,,20-02-2024,https://www.instahyre.com/job-303220-technical-data-analyst-at-bhanzu-bangalore/?utm_source=linkedin&utm_medium=listing&utm_campaign=linkedin_apply&utm_content=303220,https://www.linkedin.com/jobs/view/3830988218
176,ENZER COMPONENTS LIMITED,Data Entry Analyst,,Full-Time,Remote,"Microsoft Office Suite (Word, Excel, Outlook), ",ND,LinkedIn,,20-02-2024,https://www.linkedin.com/jobs/view/3834330557,https://app.ismartrecruit.com/jobDescription?x=E7pZW5kemVydC5jb21fMjE3OV9MSU5LRURJTg==Q9e
177,Terrabit Consulting,Data Support Analyst,,Contract (12 month),Bengaluru,"Analytical Skills and Operating Systems, Help Desk Support, Technical Support, and Troubleshooting",03-May,Official website,,28-02-2024,https://www.linkedin.com/jobs/view/3834094727/,https://terrabit.talentrecruit.com/career-page/apply/U2FsdGVkX1%252fkMkA6cUvfYUbOt7p5dN5ZJryyVt8TXm4%253d?share=linkedin
178,Colt Technology Services,Data Analyst,,Full-Time,Bengaluru,Databases · Data Management · Data Analytics · Visualization · Data Science · Data Visualization · Ticketing Systems · Data Quality · Written Communication · Communication,ND,LinkedIn,,28-02-2024,https://www.linkedin.com/jobs/view/3839867584,
179,Elite Met Solutions,Data Analyst / Data Scientist (Power BI / Python),,Full-Time,Remote,"Build data systems and pipelines, Interpret trends and patterns, SQL database design, Conduct complex data analysis and report on results","₹400,000/yr - ₹500,000/yr",LinkedIn,,28-02-2024,https://www.linkedin.com/jobs/view/3835112145/,
180,Louis Dreyfus Company,unior Data Engineer,,Full-Time,Bengaluru,"Python (Programming Language) · Dashboards · Data Analytics · Databases · Extract, Transform, Load (ETL) · Data Science · Data Engineering · Data Warehousing · Oral Communication · Communication",ND,Official website,,28-02-2024,https://www.linkedin.com/jobs/view/3841837671,https://www.ldc.com/careers/join-ldc/job-details/?id=ad6aeb0d-9102-4d26-8d16-22fbd76eb387
181,Bootes Impex Tech Ltd.,Data Insights Architect,,Full-Time,Gurugram,"Business Insights · Data Analysis · Data Science · Extract, Transform, Load (ETL) · SQL · VBA Excel · Data Integration · Data Intelligence · Operations · Power Tools",ND,LinkedIn,,28-02-2024,https://www.linkedin.com/jobs/view/3832661814,
182,Akamai Technologies,Data Engineer,,Full-Time,Remote,"Data Cleaning, Data Engineering, Datasets, Extract, Transform, Load (ETL), and SQL, Data Governance, Data Ingestion, Data Pipelines, Oracle SQL Developer, and Pardot",ND,LinkedIn,,29-02-2024,https://www.linkedin.com/jobs/view/3841123271,
183,Anthrofi,Market Research Analyst,,Full-Time,Remote,"Digital Marketing, Marketing, Research and Analytics, Social Media Marketing, Data collection, Survey design,  Insight generation","₹ 6,00,000 - 10,00,000",Internshala,,29-02-2024,https://internshala.com/job/detail/fresher-remote-market-research-analyst-job-at-anthrofi1709098472?referral=student_digest_active,
184,Advertalyst Private Limited,Software Development,,Internship (4 months),Remote,,"₹ 18,000-30,000 /month",Internshala,,29-02-2024,https://internshala.com/internship/detail/work-from-home-software-development-internship-at-advertalyst-private-limited1709102800?referral=student_digest_active,
185,Across The Globe (ATG),Business Analytics,,Internship (6 months),Remote,"Business Analysis, Business Research, Digital Marketing, Email Marketing, Social Media Marketing, User Interface (UI) Development, Windows Mobile Application Development","₹ 5,000-10,000 /month",Internshala,,29-02-2024,https://internshala.com/internship/detail/work-from-home-part-time-business-analytics-internship-at-across-the-globe-atg1709128433?referral=student_digest_active,
186,Rekruton Technologies,Data Analyst,,Full-Time,Remote,"Data Analysis, Proficient in SQL",ND,LinkedIn,,02-03-2024,https://www.linkedin.com/jobs/view/3843796699,
187,Health and Safety,Data Analyst,,Full-Time,Delhi,"Analytical Skills, Analytics, Data Analytics, Databases, and SAS (Software), Communication, Computer Science, Data Modeling, Oral Communication, and Statistical Software",ND,LinkedIn,,02-03-2024,https://www.linkedin.com/jobs/view/3840132885,
188,Bytical,Data Analyst,,Full-Time,Remote,Analytical Skills · Analytics · Applied Mathematics · Data Analysis · Data Analytics · Data Science · Data Visualization · Visualization · Ad Hoc Analysis · Problem Solving,ND,LinkedIn,,02-03-2024,https://www.linkedin.com/jobs/view/3835389706,
189,BayOne Solutions,Business/Data Analyst,,Contract (12 month),Remote,"MS Excel, including pivot tables, formulas, and data visualization techniques, Knowledge of SQL, Tableau",ND,LinkedIn,,02-03-2024,https://www.linkedin.com/jobs/view/3840586277,
190,Barclays,Analyst,90383389,Full-Time,Chennai,"Good communication skill, Able to work in competitive environment. Positive attitude

",ND,Official website,,03-03-2024,https://search.jobs.barclays/job/-/-/22545/61615042752?src=JB-12160&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,
191,Wonksknow Technologies,Python Trainer & Developer,,Full-Time,Remote,Python,8-10 Lacs P.A.,Naukri.com,,03-03-2024,https://www.naukri.com/job-listings-python-trainer-developer-night-shift-and-work-from-home-wonksknow-technologies-bengaluru-0-to-2-years-290224006104?src=simJobDeskACP&sid=17094887476644746&xp=1&px=1,
192,Gaan Software,Trainee - Development,,Full-Time,Bengaluru,"Coding, Programming, Python Development, Angular Framework",ND,Naukri.com,,03-03-2024,https://www.naukri.com/job-listings-trainee-development-gaan-software-pvt-ltd-bengaluru-0-to-1-years-010324001268?xp=4&src=cja20240303920&xid=20240303920%255Egm%255E268080670&uid=268080670&alertId=&utm_campaign=cja_mailer&utm_medium=email&utm_source=joblink&utm_content=job_alerts_cja___job_alerts_cja&utm_term=20240303920,
193,MAANG,Data Analyst,,Full-Time,Mumbai,Analytical Skills · Analytics · Applied Mathematics · Data Analysis · Data Analytics · Data Science · Data Visualization · Visualization · Ad Hoc Analysis · Problem Solving,ND,LinkedIn,,04-03-2024,https://www.linkedin.com/jobs/view/3841423707,
194,WhiteSlips Job Management Consultants,Data Analyst,,Full-Time,Remote,"Microsoft Excel and Pivot Tables, Communication, Hlookups, and VLOOKUP",ND,LinkedIn,,04-03-2024,https://www.linkedin.com/jobs/view/3845753373/,
195,Acme Services,Data Analyst,,Full-Time,Gurugram,"Advanced Excel concepts including VBA, Macros, Arrays etc, SQL queries, Power BI/Tableau, Python",ND,LinkedIn,,04-03-2024,https://www.linkedin.com/jobs/view/3844992037,
196,KreditBee,Data Analyst,,Full-Time,Bengaluru,"Python, SQL, pandas, NumPy, Excel - vLookup/Index, Pivots, Visualizations.",ND,hirist.tech,,04-03-2024,https://www.hirist.tech/j/kreditbee-data-analyst-mysqlpython-1296032.html?utm_source=LinkedIn&utm_medium=listing&utm_campaign=linkedin_apply_ref&ref=linkedin,
197,Razormet Technologies,Data Analyst / Analytics,,Full-Time,Remote,Business Insights · Analytics · NumPy · Visualization · Datasets · Data Analysis · Data Science · Pandas (Software) · Data Visualization · Data Analytics,"₹400,000/yr - ₹500,000/yr",LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3845782119,
198,Gartner,Data Analyst,,Full-Time,Gurugram,"Excel/Python, SQL, PowerBI , Data Visualization · Data Analytics",ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3845935789,
199,Rapid Consulting Services,Data Analyst,,Full-Time,Bengaluru,Analytical Skills · Data Visualization · Data Science · Data Analysis · Dashboards · Visualization · Data Cleaning · Data Analytics · Problem Solving · Communication,ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3818371784,
200,Convin,Data Labs Intern,,Internship,Remote,"Analytical Skills, Analytics, Data Analytics, Data Science, and Data Visualization, Communication, Presentation Skills, Presentations, Problem Solving, and Statistical Analysis
",ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3842513317,
201,Siemens Healthineers,Technical - Intern,398902,Internship,Bengaluru,"software design, OOPS, design principles & patterns, inter-process communication, multi-threading and data-structures.",ND,Official website,,05-03-2024,https://jobs.siemens.com/careers/job/563156117659085,
202,AstraZeneca,Analyst - Data Steward,R-193747,Full-Time,Chennai,"data management, data analysis, data processing, MS Excel, SQL, MS Word, MS Excel, MS PowerPoint, Python, Power BI",ND,Official website,,05-03-2024,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/India---Chennai/Analyst---Data-Steward_R-193747,
203,Hindustan SWM Solutions Pvt Ltd,Data Analyst,,Full-Time,Chennai,"SQL, Python, Microsoft SQL Server, Microsoft Excel, Data analysis skills, Analysis skills, Agile","₹20,000 - ₹30,000 a month",Indeed,,05-03-2024,https://in.indeed.com/viewjob?jk=d348157a0f933e12&tk=1ho75fqnuojd1801&from=hp&xpse=SoA767I3DHFYRgxZbR0LbzkdCdPP&xkcb=SoAc67M3DHCwt2wHBx0KbzkdCdPP,
204,Vikatan Group,Data Analyst,,Full-Time,Chennai,"SQL, Python, Microsoft Excel, Data analytics, Statistics, SciPy, NumPy, Spark, Hadoop","₹4,00,000 - ₹5,00,000 a year",Indeed,,05-03-2024,https://in.indeed.com/viewjob?jk=aefaa03e14e208fe&tk=1ho75fqnuojd1801&from=hp&xpse=SoAk67I3DHFQtgAT4j0LbzkdCdPP&xkcb=SoCq67M3DHCwtxQHBx0KbzkdCdPP,
205,Poshmark,Data Analytics,147801,Internship,Chennai,"SQL and MS Excel, Python, data modelling concept, data visualization, basic statistical concepts, MS PowerPoint  ",ND,Official website,,05-03-2024,Poshmark Careers,
206,QRight Solutions,Project Officer (Business Analyst),,Full-Time,Chennai,"Project planning, Project coordination, Customer relationship management, Data analysis skills, Analysis skills
","₹5,00,000 - ₹6,00,000 a year",Indeed,,05-03-2024,https://in.indeed.com/rc/clk?jk=d7aeebf14f18bb97&from=hp&tk=1ho76qbgsi9a9801,
207,noon,Business Analyst,,Full-Time,Gurugram,Dashboards · Data Analysis · Microsoft Excel · Python (Programming Language) · SQL · Business Analysis,ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3846720244,
208,Pocket FM,Data Scientist,,Internship,Remote,"Long Term Optimization, Reinforcement Learning, Bandit Algorithms, Causal Inference, Deep Learning, ",ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3845638983,
209,MakeMyTrip,Product Analyst,,Full-Time,Gurugram,Microsoft Excel · Python (Programming Language) · SQL,ND,LinkedIn,,05-03-2024,https://www.linkedin.com/jobs/view/3846719716,
210,Citi Bank,Business Analyst,24728901,Full-Time,"Chennai, Pune, Mumbai","Advanced SQL,  Excel and Power point, Tableau, Python Packages such as Pandas, Scikit-learn, Seaborn, Numpy, Plotly etc",ND,Official website,,06-03-2024,https://jobs.citi.com/job/-/-/287/62197983216?source=jb_indeedorganic,
211,The Investment Compass,Data Analytics Associate,,Full-Time,Remote,"Data Analysis, MS-Excel, Python, SQL, Tableau","₹ 4,50,000 - 6,00,000",Internshala,,06-03-2024,https://internshala.com/job/detail/fresher-remote-data-analytics-associate-job-at-the-investment-compass1709276196?referral=student_digest_active,
212,iXceed Solution,Data Analyst,,Full-Time,Chennai,"Tableau, SQL, Python, Data visualization,Analysis skills, Machine learning, Data science, Data analytics, Big data, Analytics","₹10,00,000 - ₹22,00,000 a year",Indeed,,06-03-2024,https://in.indeed.com/viewjob?jk=866a4e9ec9083d22&from=apply-conf,
213,Primenumbers Technologies,Data Analyst,,Internship (4 months),Remote,"Data Analytics, Research and Analytics","₹ 20,000 /month",Internshala,,07-03-2024,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-primenumbers-technologies1709632071?referral=student_digest_active,
214,ASAPP,Customer Data Analyst,,Full-Time,Bengaluru,Data Visualization · Data Analytics · Analytical Skills · Visualization · Data Science · Dashboards · Google Docs · RStudio · Computer Science · Slide Decks,ND,LinkedIn,,07-03-2024,https://www.linkedin.com/jobs/view/3835438272/,
215,krtrimaIQ Cognitive Solutions,Data Analyst,,Full-Time,Bengaluru,"Analytical Skills · Data Analysis · Data Analytics · Data Management · Data Visualization · Databases · Extract, Transform, Load (ETL) · Statistics · Data Modeling · Problem Solving",ND,LinkedIn,,07-03-2024,https://www.linkedin.com/jobs/view/3841750131,
216,Ipsos,Research Analyst,815,Full-Time,"Bengaluru, Mumbai",,ND,Official website,,07-03-2024,https://ecqf.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/IpsosCareers/job/815/?utm_medium=career+site&utm_source=job+alert,
217,Zyla Health,Data Analyst,,Full-Time,Gurugram,"Python, SQL, Advanced Excel (including Macros), Business Intelligence tools (such as Power BI, Tableau), Report automation using multiple tools",ND,LinkedIn,,08-03-2024,https://www.linkedin.com/jobs/view/3845434834,
218,Think and Learn Pvt. Ltd,Analyst,,Full-Time,Bengaluru,"Analytical Skills, Analytics, Data Analysis, Data Analytics, and Microsoft Excel, Communication, Presentation Skills, Presentations, and Problem Solving",ND,LinkedIn,,08-03-2024,https://www.linkedin.com/jobs/view/3844341827,
219,Cashfree Payments,Data Analyst - I,,Full-Time,Bengaluru,Python (Programming Language) · SQL · Software as a Service (SaaS),ND,LinkedIn,,08-03-2024,https://www.linkedin.com/jobs/view/3848312017,
220,MAANG,Data Analyst,,Full-Time,Mumbai,"Analytical Skills, Data Analytics, and Statistics skills, Data Modeling and database management skills, SQL, Python,Tableau or Power BI",ND,LinkedIn,,09-03-2024,https://www.linkedin.com/jobs/view/3841423707,
221,fascinatid,Analytics Analyst,,Part-Time,Remote,Analytical Skills · Analytics · Data Analysis · Data Analytics · Data Visualization · SAS (Software) · Statistical Modeling · Statistics · Communication · Problem Solving · Teamwork,ND,LinkedIn,,10-03-2024,https://www.linkedin.com/jobs/view/3849589241,
222,Rekruton Technologies,Business Analyst,,Full-Time,Remote,"Track and report data, Build cross-functional partnerships, internally and externally, Manage budgets, Maintain a competitive market knowledge, Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc.)  ",ND,LinkedIn,,11-03-2024,https://www.linkedin.com/jobs/view/3852468581,
223,Rekruton Technologies,Data Analyst,,Full-Time,Remote,"SQL, Understand the day-to-day issues that our business faces, which can be better understood with data, Compile and analyze data related to business issues, Develop clear visualizations to convey complicated data in a straightforward fashion",ND,LinkedIn,,11-03-2024,https://www.linkedin.com/jobs/view/3852465820,
224,The Udaiti Foundation,Intern,,Internship (3 Months),Delhi,"Excel and PowerPoint, basic visualizations and documenting proper interpretations from the graph/data, Ability to clean and organize data",ND,Official website,,12-03-2024,Job Description - The Convergence Foundation,
225,NielsenIQ,Data Processing Analyst,,Full-Time,Chennai,"Analytical Skills, Analytics, and Visualization, 7 skills missing on your profile
Attention to Detail, Collating, Communication, Computer Science, Manufacturing Process Improvement, Organization Skills, Problem Solving",ND,Official website,,12-03-2024,https://jobs.smartrecruiters.com/NielsenIQ/743999973048907-data-processing-analyst,https://www.linkedin.com/jobs/view/3852605019
226,Ciena,Data Operations Analyst,,Full-Time,Gurugram,"Data and Analytics related applications including Looker, PowerBI, Informatica, GitHub, Striim, and Snowflake. Python",ND,Official website,,13-03-2024,https://careers.ciena.com/us/en/job/R024760/Data-Operations-Analyst,
227,Bytical,Data Analyst,,Part-Time,Remote,"Analytical Skills and Data Analytics, SQL, Python, Experience with statistical analysis and modelling, Data Modeling abilities",ND,LinkedIn,,13-03-2024,https://www.linkedin.com/jobs/view/3851707897,
228,Cashfree Payments,Data Analyst - I,,Full-Time,Bengaluru,"Advanced SQL, Python data crunching, AWS quicksight, Tableau, Looker [Python (Programming Language) · SQL · Software as a Service (SaaS)]",ND,LinkedIn,,14-03-2024,https://www.linkedin.com/jobs/view/3853430056,
229,EarnIn,Data Science Intern,,Internship,Bengaluru,Data Visualization · Programming · Data Science · Data Analytics · Programming Languages · Algorithms · Data Structures · Communication · Computer Science · Key Metrics,ND,LinkedIn,,14-03-2024,https://www.linkedin.com/jobs/view/3854760909,
230,Jar,Data Analyst Intern,,Internship,Bengaluru,"Python Data Analysis Packages(Pandas, NumPy, Matplotlib, Scikit-Learn) is a must, Data Exploration and Visualisation with tools like Amplitude, Clevertap, MS Excel, Tableau, Power BI, etc",ND,LinkedIn,,14-03-2024,https://www.linkedin.com/jobs/view/3849938214,
231,WCG,Jr. Data & Analytics Engineer,,Full-Time,Remote,"Python, data manipulation and analysis using SQL, machine learning and deep learning frameworks (e.g., TensorFlow, PyTorch)",ND,Official website,,15-03-2024,https://careers.wcgclinical.com/careers/FolderDetail/Jr-Data-Analytics-Engineer-India-Remote/3832,https://www.linkedin.com/jobs/view/3818212303
232,Johnson & Johnson,Data analyst – Commercial Effectiveness,2406174230W,Full-Time,Pune,"Excel, Demonstrated proficiency with Data Science languages such as Python or R is strongly preferred,    Demonstrated proficiency in data visualization software like Tableau or Qlik",ND,Official website,,15-03-2024,https://jnjc.taleo.net/careersection/careersection/2/jobdetail.ftl,
233,Elite Met Solutions,Data Analyst / Analytics,,Full-Time,Chennai,"Advance in SQL and Excel, tableau,power bi, Python, Web Scraping (good to have)","₹400,000/yr - ₹500,000/yr",LinkedIn,,16-03-2024,https://www.linkedin.com/jobs/view/3859741383,
234,,,,,,,,,,,,
235,,,,,,,,,,,,
236,,,,,,,,,,,,
237,,,,,,,,,,,,
238,,,,,,,,,,,,
239,,,,,,,,,,,,
240,,,,,,,,,,,,
241,,,,,,,,,,,,
242,,,,,,,,,,,,
243,,,,,,,,,,,,
244,,,,,,,,,,,,
245,,,,,,,,,,,,
246,,,,,,,,,,,,
247,,,,,,,,,,,,
248,,,,,,,,,,,,
249,,,,,,,,,,,,
250,,,,,,,,,,,,
251,,,,,,,,,,,,
252,,,,,,,,,,,,
253,,,,,,,,,,,,
254,,,,,,,,,,,,
255,,,,,,,,,,,,
256,,,,,,,,,,,,
257,,,,,,,,,,,,
258,,,,,,,,,,,,
259,,,,,,,,,,,,
260,,,,,,,,,,,,
261,,,,,,,,,,,,
262,,,,,,,,,,,,
263,,,,,,,,,,,,
264,,,,,,,,,,,,
265,,,,,,,,,,,,
266,,,,,,,,,,,,
267,,,,,,,,,,,,
268,,,,,,,,,,,,
269,,,,,,,,,,,,
270,,,,,,,,,,,,
271,,,,,,,,,,,,
272,,,,,,,,,,,,
273,,,,,,,,,,,,
274,,,,,,,,,,,,
275,,,,,,,,,,,,
276,,,,,,,,,,,,
277,,,,,,,,,,,,
278,,,,,,,,,,,,
